구분,차수,온도
구간 전체,4차,-8.5
구간 전체,4차,-8.5
구간 전체,4차,-8.5
구간 전체,4차,-8.4
구간 전체,4차,-8.5
구간 전체,4차,-8.5
구간 전체,4차,-8.6
구간 전체,4차,-8.5
구간 전체,4차,-8.4
구간 전체,4차,-8.5
구간 전체,4차,-8.2
구간 전체,4차,-8.3
구간 전체,4차,-8.5
구간 전체,4차,-8.5
구간 전체,4차,-8.4
구간 전체,4차,-8.4
구간 전체,4차,-8.5
구간 전체,4차,-8.5
구간 전체,4차,-8.3
구간 전체,4차,-8.5
구간 전체,4차,-8.4
구간 전체,4차,-8.4
구간 전체,4차,-8.3
구간 전체,4차,-8.4
구간 전체,4차,-8.3
구간 전체,4차,-8.2
구간 전체,4차,-8.5
구간 전체,4차,-8.4
구간 전체,4차,-8.5
구간 전체,4차,-8.4
구간 전체,4차,-8.4
구간 전체,4차,-8.4
구간 전체,4차,-8.3
구간 전체,4차,-8.3
구간 전체,4차,-8.4
구간 전체,4차,-8.4
구간 전체,4차,-8.5
구간 전체,4차,-8.4
구간 전체,4차,-8.4
구간 전체,4차,-8.5
구간 전체,4차,-8.5
구간 전체,4차,-8.5
구간 전체,4차,-8.4
구간 전체,4차,-8.1
구간 전체,4차,-8.3
구간 전체,4차,-8.4
구간 전체,4차,-8.2
구간 전체,4차,-8.2
구간 전체,4차,-8.3
구간 전체,4차,-8.3
구간 전체,4차,-8.4
구간 전체,4차,-8.5
구간 전체,4차,-8.5
구간 전체,4차,-8.4
구간 전체,4차,-8.3
구간 전체,4차,-8.4
구간 전체,4차,-8.2
구간 전체,4차,-8.3
구간 전체,4차,-8.3
구간 전체,4차,-8.3
구간 전체,4차,-8.3
구간 전체,4차,-8.3
구간 전체,4차,-8.4
구간 전체,4차,-8.2
구간 전체,4차,-10.2
구간 전체,4차,-10.1
구간 전체,4차,-10.1
구간 전체,4차,-10.2
구간 전체,4차,-10.2
구간 전체,4차,-10.2
구간 전체,4차,-9.7
구간 전체,4차,-10.1
구간 전체,4차,-10.2
구간 전체,4차,-10.2
구간 전체,4차,-8.6
구간 전체,4차,-10.2
구간 전체,4차,-8.1
구간 전체,4차,-8.1
구간 전체,4차,-8.1
구간 전체,4차,-8.5
구간 전체,4차,-8.1
구간 전체,4차,-8.6
구간 전체,4차,-8.6
구간 전체,4차,-8.9
구간 전체,4차,-8.9
구간 전체,4차,-8.2
구간 전체,4차,-8.6
구간 전체,4차,-8
구간 전체,4차,-8
구간 전체,4차,-7.8
구간 전체,4차,-7.9
구간 전체,4차,-8.2
진입 전,4차,-7.3
진입 전,4차,-7.5
진입 전,4차,-7.3
진입 전,4차,-7.3
진입 전,4차,-7.3
진입 전,4차,-7.5
진입 전,4차,-7.5
진입 전,4차,-7.6
진입 전,4차,-7.8
진입 전,4차,-7.7
진입 전,4차,-7.9
진입 전,4차,-7.9
진입 전,4차,-7.8
진입 전,4차,-7.8
진입 전,4차,-7.6
진입 전,4차,-7.8
진입 전,4차,-8
진입 전,4차,-7.9
진입 전,4차,-8
진입 전,4차,-8.1
진입 전,4차,-7.8
진입 전,4차,-8
진입 전,4차,-8
진입 전,4차,-8
진입 전,4차,-7.8
진입 전,4차,-8.6
진입 전,4차,-7.6
진입 전,4차,-7.6
진입 전,4차,-7.7
진입 전,4차,-7.7
진입 전,4차,-7.7
진입 전,4차,-7.3
진입 전,4차,-7.4
진입 전,4차,-7.4
진입 전,4차,-7.4
진입 전,4차,-7.3
진입 전,4차,-7.3
진입 전,4차,-7
진입 전,4차,-7.5
진입 전,4차,-7.3
진입 전,4차,-7.4
진입 전,4차,-7.2
진입 전,4차,-7.4
진입 전,4차,-7.3
진입 전,4차,-7.5
진입 전,4차,-7.3
진입 전,4차,-7.6
진입 전,4차,-7.6
진입 전,4차,-7.4
진입 전,4차,-7.5
진입 전,4차,-7.2
진입 전,4차,-7.4
진입 전,4차,-7.2
진입 전,4차,-7.4
진입 전,4차,-7.4
진입 전,4차,-7.3
진입 전,4차,-7.4
진입 전,4차,-7.5
진입 전,4차,-7.7
진입 전,4차,-7.7
진입 전,4차,-8
진입 전,4차,-7.7
진입 전,4차,-8.1
진입 전,4차,-8
진입 전,4차,-8.3
진입 전,4차,-8
진입 전,4차,-8.2
진입 전,4차,-8.2
진입 전,4차,-8
진입 전,4차,-8.2
진입 전,4차,-8
진입 전,4차,-8.1
진입 전,4차,-8.2
진입 전,4차,-8
진입 전,4차,-8.1
진입 전,4차,-8.1
진입 전,4차,-7.9
진입 전,4차,-7.9
진입 전,4차,-7.5
진입 전,4차,-7.9
진입 전,4차,-7.3
진입 전,4차,-7.4
진입 전,4차,-7
진입 전,4차,-7.3
진입 전,4차,-6.8
진입 전,4차,-6.8
진입 전,4차,-6.8
진입 전,4차,-6.7
진입 전,4차,-7.3
진입 전,4차,-7.2
진입 전,4차,-7.4
진입 전,4차,-7.6
진입 전,4차,-7.9
진입 전,4차,-7.5
진입 전,4차,-8.8
진입 전,4차,-8.7
진입 전,4차,-8.2
진입 전,4차,-8.4
진입 전,4차,-8.4
진입 전,4차,-8.3
급락구간,4차,-8.7
급락구간,4차,-8.7
급락구간,4차,-8.8
급락구간,4차,-8.6
급락구간,4차,-8.6
급락구간,4차,-8.7
급락구간,4차,-8.4
급락구간,4차,-8.6
급락구간,4차,-8.6
급락구간,4차,-8.4
급락구간,4차,-8.6
급락구간,4차,-8.8
급락구간,4차,-8.8
급락구간,4차,-8.7
급락구간,4차,-8.7
급락구간,4차,-8.7
급락구간,4차,-8.7
급락구간,4차,-8.8
급락구간,4차,-8.6
급락구간,4차,-8.7
급락구간,4차,-8.6
급락구간,4차,-8.6
급락구간,4차,-8.9
급락구간,4차,-8.6
급락구간,4차,-9.1
급락구간,4차,-9
급락구간,4차,-9
급락구간,4차,-9.3
급락구간,4차,-8.8
급락구간,4차,-9
급락구간,4차,-9.1
급락구간,4차,-9
급락구간,4차,-8.6
급락구간,4차,-8.9
급락구간,4차,-8.7
급락구간,4차,-8.5
급락구간,4차,-8.6
급락구간,4차,-8.7
급락구간,4차,-8.5
급락구간,4차,-8.5
급락구간,4차,-8.5
급락구간,4차,-8.4
급락구간,4차,-8.5
급락구간,4차,-8.5
급락구간,4차,-8.6
급락구간,4차,-8.5
급락구간,4차,-8.4
급락구간,4차,-8.5
급락구간,4차,-8.2
급락구간,4차,-8.3
급락구간,4차,-8.5
급락구간,4차,-8.5
급락구간,4차,-8.4
급락구간,4차,-8.4
급락구간,4차,-8.5
급락구간,4차,-8.5
급락구간,4차,-8.3
급락구간,4차,-8.5
급락구간,4차,-8.4
급락구간,4차,-8.4
급락구간,4차,-8.3
급락구간,4차,-8.4
급락구간,4차,-8.3
급락구간,4차,-8.2
급락구간,4차,-8.5
급락구간,4차,-8.4
급락구간,4차,-8.5
급락구간,4차,-8.4
급락구간,4차,-8.4
급락구간,4차,-8.4
급락구간,4차,-8.3
급락구간,4차,-8.3
급락구간,4차,-8.4
급락구간,4차,-8.4
급락구간,4차,-8.5
급락구간,4차,-8.4
급락구간,4차,-8.4
급락구간,4차,-8.5
급락구간,4차,-8.5
급락구간,4차,-8.5
급락구간,4차,-8.4
급락구간,4차,-8.1
급락구간,4차,-8.3
급락구간,4차,-8.4
급락구간,4차,-8.2
급락구간,4차,-8.2
급락구간,4차,-8.3
급락구간,4차,-8.3
급락구간,4차,-8.4
급락구간,4차,-8.5
급락구간,4차,-8.5
급락구간,4차,-8.4
급락구간,4차,-8.3
급락구간,4차,-8.4
급락구간,4차,-8.2
급락구간,4차,-8.3
급락구간,4차,-8.3
급락구간,4차,-8.3
급락구간,4차,-8.3
급락구간,4차,-8.3
급락구간,4차,-8.4
급락구간,4차,-8.2
급락구간,4차,-10.2
급락구간,4차,-10.1
급락구간,4차,-10.1
급락구간,4차,-10.2
급락구간,4차,-10.2
급락구간,4차,-10.2
급락구간,4차,-9.7
급락구간,4차,-10.1
급락구간,4차,-10.2
급락구간,4차,-10.2
급락구간,4차,-8.6
급락구간,4차,-10.2
