구분,차수,온도
진입 전,2차,-4.7
진입 전,2차,-4.8
진입 전,2차,-5.3
진입 전,2차,-4.8
진입 전,2차,-5.8
진입 전,2차,-5.8
진입 전,2차,-6.1
진입 전,2차,-5.8
급락구간,2차,-7.1
급락구간,2차,-6.8
급락구간,2차,-6.5
급락구간,2차,-6.8
급락구간,2차,-6.7
급락구간,2차,-6.8
급락구간,2차,-7
급락구간,2차,-6.7
급락구간,2차,-7
급락구간,2차,-6.9
급락구간,2차,-6.9
급락구간,2차,-7
급락구간,2차,-6.9
급락구간,2차,-7
급락구간,2차,-6.9
급락구간,2차,-7
급락구간,2차,-7.2
급락구간,2차,-7.2
급락구간,2차,-7.1
급락구간,2차,-7.2
급락구간,2차,-7.2
급락구간,2차,-7.1
급락구간,2차,-7.1
급락구간,2차,-7.2
급락구간,2차,-7.2
급락구간,2차,-7.3
급락구간,2차,-7.2
급락구간,2차,-7.2
급락구간,2차,-7.5
급락구간,2차,-7.2
급락구간,2차,-7.3
급락구간,2차,-7.2
급락구간,2차,-7.3
급락구간,2차,-7.5
급락구간,2차,-7.4
급락구간,2차,-7.4
급락구간,2차,-6.8
급락구간,2차,-7
급락구간,2차,-7.1
급락구간,2차,-6.9
급락구간,2차,-7
급락구간,2차,-7.2
급락구간,2차,-6.9
급락구간,2차,-6.8
급락구간,2차,-6.9
급락구간,2차,-6.8
급락구간,2차,-6.8
급락구간,2차,-6.8
급락구간,2차,-6.7
급락구간,2차,-6.8
급락구간,2차,-6.7
급락구간,2차,-6.8
급락구간,2차,-6.8
급락구간,2차,-6.9
급락구간,2차,-7.1
급락구간,2차,-7
급락구간,2차,-7.1
급락구간,2차,-7.1
급락구간,2차,-7.1
급락구간,2차,-7.3
급락구간,2차,-7
급락구간,2차,-7
급락구간,2차,-6.9
급락구간,2차,-7.1
급락구간,2차,-7.2
급락구간,2차,-7
급락구간,2차,-7.2
급락구간,2차,-7.1
급락구간,2차,-7.3
급락구간,2차,-7.1
급락구간,2차,-7.2
급락구간,2차,-7.2
급락구간,2차,-7.3
급락구간,2차,-7.1
급락구간,2차,-7.2
급락구간,2차,-7.2
급락구간,2차,-7.2
급락구간,2차,-7.3
급락구간,2차,-7.2
급락구간,2차,-7.1
급락구간,2차,-7
급락구간,2차,-7
급락구간,2차,-7.2
급락구간,2차,-7.2
급락구간,2차,-7.3
급락구간,2차,-7.2
급락구간,2차,-7.1
급락구간,2차,-7.1
급락구간,2차,-7.2
급락구간,2차,-7.1
급락구간,2차,-7.1
급락구간,2차,-7.9
급락구간,2차,-7.3
급락구간,2차,-7.2
급락구간,2차,-8.3
급락구간,2차,-8
급락구간,2차,-8
급락구간,2차,-7.9
급락구간,2차,-7.8
급락구간,2차,-8.1
급락구간,2차,-7.8
급락구간,2차,-7.3
급락구간,2차,-8
급락구간,2차,-7
급락구간,2차,-7.1
급락구간,2차,-6.9
급락구간,2차,-7.1
급락구간,2차,-7
급락구간,2차,-7
급락구간,2차,-7.5
구간 전체,3차,-2
구간 전체,3차,-1.8
구간 전체,3차,-2.1
구간 전체,3차,-1.8
구간 전체,3차,-2.6
구간 전체,3차,-2.8
구간 전체,3차,-2.7
구간 전체,3차,-2.8
구간 전체,3차,-2.8
구간 전체,3차,-3.2
구간 전체,3차,-2.8
구간 전체,3차,-2.7
구간 전체,3차,-2.9
구간 전체,3차,-3.3
구간 전체,3차,-2.9
구간 전체,3차,-2.9
구간 전체,3차,-2.7
구간 전체,3차,-3.1
구간 전체,3차,-3.3
구간 전체,3차,-3.2
구간 전체,3차,-2.6
구간 전체,3차,-3
구간 전체,3차,-2.8
구간 전체,3차,-2.8
구간 전체,3차,-2.7
구간 전체,3차,-1.8
구간 전체,3차,-2.1
구간 전체,3차,-1.4
구간 전체,3차,-1.3
구간 전체,3차,-1.2
구간 전체,3차,-1.2
구간 전체,3차,-1.3
구간 전체,3차,-1
구간 전체,3차,-1.2
구간 전체,3차,-1.2
구간 전체,3차,-1.5
구간 전체,3차,-1.6
구간 전체,3차,-1.6
구간 전체,3차,-1.8
구간 전체,3차,-1.4
구간 전체,3차,-2.1
구간 전체,3차,-1.9
구간 전체,3차,-2.2
구간 전체,3차,-1.8
구간 전체,3차,-2.2
구간 전체,3차,-1.9
구간 전체,3차,-2
구간 전체,3차,-2.3
구간 전체,3차,-2.1
구간 전체,3차,-2.2
구간 전체,3차,-2.4
구간 전체,3차,-2.3
구간 전체,3차,-2.1
구간 전체,3차,-2.1
구간 전체,3차,-2.2
구간 전체,3차,-2
구간 전체,3차,-2.1
구간 전체,3차,-2.3
구간 전체,3차,-2.3
구간 전체,3차,-2.4
구간 전체,3차,-2.5
구간 전체,3차,-2.5
구간 전체,3차,-2.4
구간 전체,3차,-2.5
구간 전체,3차,-2.7
구간 전체,3차,-2.8
구간 전체,3차,-3.4
구간 전체,3차,-2.9
구간 전체,3차,-2.7
구간 전체,3차,-2.8
구간 전체,3차,-2.6
구간 전체,3차,-2.6
구간 전체,3차,-2.7
구간 전체,3차,-3
구간 전체,3차,-2.9
구간 전체,3차,-3.1
구간 전체,3차,-2.6
구간 전체,3차,-3
구간 전체,3차,-2.9
구간 전체,3차,-2.5
구간 전체,3차,-2.9
구간 전체,3차,-2.6
구간 전체,3차,-3
구간 전체,3차,-2.6
구간 전체,3차,-2.9
구간 전체,3차,-2.6
구간 전체,3차,-3
구간 전체,3차,-3.1
구간 전체,3차,-3.1
구간 전체,3차,-4
구간 전체,3차,-5.3
구간 전체,3차,-5.2
구간 전체,3차,-5
구간 전체,3차,-5.1
구간 전체,3차,-4.7
구간 전체,3차,-6.1
구간 전체,3차,-5.6
구간 전체,3차,-5.2
구간 전체,3차,-5
구간 전체,3차,-5.2
구간 전체,3차,-5.1
구간 전체,3차,-5.6
구간 전체,3차,-5.4
구간 전체,3차,-5.4
구간 전체,3차,-5.5
구간 전체,3차,-5.4
구간 전체,3차,-5.7
구간 전체,3차,-5.7
구간 전체,3차,-5.7
구간 전체,3차,-5.7
구간 전체,3차,-5.5
구간 전체,3차,-5.4
구간 전체,3차,-5.4
구간 전체,3차,-5.5
구간 전체,3차,-5.8
구간 전체,3차,-5.9
구간 전체,3차,-5.9
구간 전체,3차,-6
구간 전체,3차,-6
구간 전체,3차,-5.9
구간 전체,3차,-6.1
구간 전체,3차,-6.1
구간 전체,3차,-6.1
구간 전체,3차,-6
구간 전체,3차,-5.9
구간 전체,3차,-6
구간 전체,3차,-6.2
구간 전체,3차,-6.1
구간 전체,3차,-6.1
구간 전체,3차,-5.8
구간 전체,3차,-4.5
구간 전체,3차,-4.1
구간 전체,3차,-4.7
구간 전체,3차,-4.5
구간 전체,3차,-4.5
구간 전체,3차,-4.2
구간 전체,3차,-4.1
구간 전체,3차,-3.8
구간 전체,3차,-3.6
구간 전체,3차,-4
구간 전체,3차,-3.8
구간 전체,3차,-4
구간 전체,3차,-3.7
구간 전체,3차,-4.2
구간 전체,3차,-3.8
구간 전체,3차,-4.2
구간 전체,3차,-4.1
진입 전,3차,-1.4
진입 전,3차,-1.3
진입 전,3차,-1.2
진입 전,3차,-1.2
진입 전,3차,-1.3
진입 전,3차,-1
진입 전,3차,-1.2
진입 전,3차,-1.2
진입 전,3차,-1.5
진입 전,3차,-1.6
진입 전,3차,-1.6
진입 전,3차,-1.8
진입 전,3차,-1.4
진입 전,3차,-2.1
진입 전,3차,-1.9
진입 전,3차,-2.2
진입 전,3차,-1.8
진입 전,3차,-2.2
진입 전,3차,-1.9
진입 전,3차,-2
진입 전,3차,-2.3
진입 전,3차,-2.1
진입 전,3차,-2.2
진입 전,3차,-2.4
진입 전,3차,-2.3
진입 전,3차,-2.1
진입 전,3차,-2.1
진입 전,3차,-2.2
진입 전,3차,-2
진입 전,3차,-2.1
진입 전,3차,-2.3
진입 전,3차,-2.3
진입 전,3차,-2.4
진입 전,3차,-2.5
진입 전,3차,-2.5
진입 전,3차,-2.4
진입 전,3차,-2.5
진입 전,3차,-2.7
진입 전,3차,-2.8
진입 전,3차,-3.4
진입 전,3차,-2.9
진입 전,3차,-2.7
진입 전,3차,-2.8
진입 전,3차,-2.6
진입 전,3차,-2.6
진입 전,3차,-2.7
진입 전,3차,-3
진입 전,3차,-2.9
진입 전,3차,-3.1
진입 전,3차,-2.6
진입 전,3차,-3
진입 전,3차,-2.9
진입 전,3차,-2.5
진입 전,3차,-2.9
진입 전,3차,-2.6
진입 전,3차,-3
진입 전,3차,-2.6
진입 전,3차,-2.9
진입 전,3차,-2.6
진입 전,3차,-3
진입 전,3차,-3.1
진입 전,3차,-3.1
진입 전,3차,-4
급락구간,3차,-5.3
급락구간,3차,-5.2
급락구간,3차,-5
급락구간,3차,-5.1
급락구간,3차,-4.7
급락구간,3차,-6.1
급락구간,3차,-5.6
급락구간,3차,-5.2
급락구간,3차,-5
급락구간,3차,-5.2
급락구간,3차,-5.1
급락구간,3차,-5.6
급락구간,3차,-5.4
급락구간,3차,-5.4
급락구간,3차,-5.5
급락구간,3차,-5.4
급락구간,3차,-5.7
급락구간,3차,-5.7
급락구간,3차,-5.7
급락구간,3차,-5.7
급락구간,3차,-5.5
급락구간,3차,-5.4
급락구간,3차,-5.4
급락구간,3차,-5.5
급락구간,3차,-5.8
급락구간,3차,-5.9
급락구간,3차,-5.9
급락구간,3차,-6
급락구간,3차,-6
급락구간,3차,-5.9
급락구간,3차,-6.1
급락구간,3차,-6.1
급락구간,3차,-6.1
급락구간,3차,-6
급락구간,3차,-5.9
급락구간,3차,-6
급락구간,3차,-6.2
급락구간,3차,-6.1
급락구간,3차,-6.1
급락구간,3차,-5.8
구간 전체,4차,-7.3
구간 전체,4차,-7.5
구간 전체,4차,-7.3
구간 전체,4차,-7.3
구간 전체,4차,-7.3
구간 전체,4차,-7.5
구간 전체,4차,-7.5
구간 전체,4차,-7.6
구간 전체,4차,-7.8
구간 전체,4차,-7.7
구간 전체,4차,-7.9
구간 전체,4차,-7.9
구간 전체,4차,-7.8
구간 전체,4차,-7.8
구간 전체,4차,-7.6
구간 전체,4차,-7.8
구간 전체,4차,-8
구간 전체,4차,-7.9
구간 전체,4차,-8
구간 전체,4차,-8.1
구간 전체,4차,-7.8
구간 전체,4차,-8
구간 전체,4차,-8
구간 전체,4차,-8
구간 전체,4차,-7.8
구간 전체,4차,-8.6
구간 전체,4차,-7.6
구간 전체,4차,-7.6
구간 전체,4차,-7.7
구간 전체,4차,-7.7
구간 전체,4차,-7.7
구간 전체,4차,-7.3
구간 전체,4차,-7.4
구간 전체,4차,-7.4
구간 전체,4차,-7.4
구간 전체,4차,-7.3
구간 전체,4차,-7.3
구간 전체,4차,-7
구간 전체,4차,-7.5
구간 전체,4차,-7.3
구간 전체,4차,-7.4
구간 전체,4차,-7.2
구간 전체,4차,-7.4
구간 전체,4차,-7.3
구간 전체,4차,-7.5
구간 전체,4차,-7.3
구간 전체,4차,-7.6
구간 전체,4차,-7.6
구간 전체,4차,-7.4
구간 전체,4차,-7.5
구간 전체,4차,-7.2
구간 전체,4차,-7.4
구간 전체,4차,-7.2
구간 전체,4차,-7.4
구간 전체,4차,-7.4
구간 전체,4차,-7.3
구간 전체,4차,-7.4
구간 전체,4차,-7.5
구간 전체,4차,-7.7
구간 전체,4차,-7.7
구간 전체,4차,-8
구간 전체,4차,-7.7
구간 전체,4차,-8.1
구간 전체,4차,-8
구간 전체,4차,-8.3
구간 전체,4차,-8
구간 전체,4차,-8.2
구간 전체,4차,-8.2
구간 전체,4차,-8
구간 전체,4차,-8.2
구간 전체,4차,-8
구간 전체,4차,-8.1
구간 전체,4차,-8.2
구간 전체,4차,-8
구간 전체,4차,-8.1
구간 전체,4차,-8.1
구간 전체,4차,-7.9
구간 전체,4차,-7.9
구간 전체,4차,-7.5
구간 전체,4차,-7.9
구간 전체,4차,-7.3
구간 전체,4차,-7.4
구간 전체,4차,-7
구간 전체,4차,-7.3
구간 전체,4차,-6.8
구간 전체,4차,-6.8
구간 전체,4차,-6.8
구간 전체,4차,-6.7
구간 전체,4차,-7.3
구간 전체,4차,-7.2
구간 전체,4차,-7.4
구간 전체,4차,-7.6
구간 전체,4차,-7.9
구간 전체,4차,-7.5
구간 전체,4차,-8.8
구간 전체,4차,-8.7
구간 전체,4차,-8.2
구간 전체,4차,-8.4
구간 전체,4차,-8.4
구간 전체,4차,-8.3
구간 전체,4차,-8.5
구간 전체,4차,-8.4
구간 전체,4차,-8.7
구간 전체,4차,-8.7
구간 전체,4차,-8.8
구간 전체,4차,-8.6
구간 전체,4차,-8.6
구간 전체,4차,-8.7
구간 전체,4차,-8.4
구간 전체,4차,-8.6
구간 전체,4차,-8.6
구간 전체,4차,-8.4
구간 전체,4차,-8.6
구간 전체,4차,-8.8
구간 전체,4차,-8.8
구간 전체,4차,-8.7
구간 전체,4차,-8.7
구간 전체,4차,-8.7
구간 전체,4차,-8.7
구간 전체,4차,-8.8
구간 전체,4차,-8.6
구간 전체,4차,-8.7
구간 전체,4차,-8.6
구간 전체,4차,-8.6
구간 전체,4차,-8.9
구간 전체,4차,-8.6
구간 전체,4차,-9.1
구간 전체,4차,-9
구간 전체,4차,-9
구간 전체,4차,-9.3
구간 전체,4차,-8.8
구간 전체,4차,-9
구간 전체,4차,-9.1
구간 전체,4차,-9
구간 전체,4차,-8.6
구간 전체,4차,-8.9
구간 전체,4차,-8.7
구간 전체,4차,-8.5
구간 전체,4차,-8.6
구간 전체,4차,-8.7
